FILE,COLUMN,TYPE,UNIT,FORMULA,SOURCE,EARLIEST_AVAILABILITY,POINT_IN_TIME_FEATURE_OR_OUTCOME,MISSING_VALUE_MEANING,KNOWN_LIMITATION
pool_outcomes.csv.gz,OUT_TP100_SL30_300_hold_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp hold_s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_lat0.8_pnl_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp lat0.8_pnl_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_lat1.2_pnl_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp lat1.2_pnl_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_lat5.0_pnl_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp lat5.0_pnl_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_mae_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp mae_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_mfe_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp mfe_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_optimistic_exit_type,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp optimistic_exit_type (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_optimistic_pnl_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp optimistic_pnl_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_pnl_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp pnl_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_ret,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp ret (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_same_slot_tp_sl_ambiguity,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp same_slot_tp_sl_ambiguity (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_t_mae_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp t_mae_s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_t_mfe_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp t_mfe_s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_t_sl_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp t_sl_s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_t_tp_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp t_tp_s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_entry_cost_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp entry_cost_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_entry_fee_bps,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp entry_fee_bps (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_entry_qty_tokens,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp entry_qty_tokens (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_entry_quote_in_lamports,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp entry_quote_in_lamports (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_entry_rb,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp entry_rb (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_entry_rq,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp entry_rq (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_entry_slot,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp entry_slot (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_entry_ts,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp entry_ts (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_exact_liquidation_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp exact_liquidation_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_exit_rb,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp exit_rb (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_exit_rq,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp exit_rq (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_exit_slot,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp exit_slot (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_exit_ts,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp exit_ts (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_exit_type,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp exit_type (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_first_barrier,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp first_barrier (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_hold_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp hold_s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_mae_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp mae_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_mfe_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp mfe_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_pnl_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp pnl_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_ret,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp ret (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_same_slot_tp_sl_ambiguity,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp same_slot_tp_sl_ambiguity (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_t_mae_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp t_mae_s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_t_mfe_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp t_mfe_s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_t_sl_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp t_sl_s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP50_SL20_300_t_tp_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP50_SL20_300: camp t_tp_s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
shadow_trade_ledger.csv.gz,pool_id,string(hex32),-,sha256('external-review-v1:'+pool_address)[:32],CreatePoolEvent / pool tape,la crearea pool-ului,KEY,-,hash unidirectional; nu se poate inversa
shadow_trade_ledger.csv.gz,mint_id,string(hex32),-,sha256('external-review-v1:'+mint)[:32],CreateEvent/CompleteEvent,la creare,KEY,-,idem
shadow_trade_ledger.csv.gz,date_utc,date,UTC,zi UTC a CompleteEvent,CompleteEvent.ts,-,META,-,-
shadow_trade_ledger.csv.gz,source,string,-,SEP01_HIST24_VAULT_BALANCES | PROSPECTIVE_TAPE_EVENTS,colector,-,META,-,"SEP01: solduri vault, fara portofele"
shadow_trade_ledger.csv.gz,fee_mode,string,-,OBSERVED_EVENT_BPS | TIER_TABLE,-,-,META,-,SEP01 foloseste tabelul de tiere (pumpswap_fees.py)
shadow_trade_ledger.csv.gz,ordering_quality,string,-,EXACT_SLOT_TXINDEX | SLOT_ARRIVAL_NO_TXINDEX,-,-,META,-,-
shadow_trade_ledger.csv.gz,complete_ts,int,s epoch,ts on-chain al tranzactiei care completeaza curba,CompleteEvent (ts al TradeEvent din aceeasi tx; SEP01 blockTime),la completare,META/PIT,-,rezolutie 1 s
shadow_trade_ledger.csv.gz,complete_slot,int,slot,slotul CompleteEvent,-,-,META,-,-
shadow_trade_ledger.csv.gz,eligibility_ts,int,s epoch,complete_ts+7,-,-,PIT,-,-
shadow_trade_ledger.csv.gz,shadow_entry_ts,float,s epoch,= eligibility_ts (stare dupa toate evenimentele cu ts<=X),-,-,PIT,-,-
shadow_trade_ledger.csv.gz,shadow_entry_slot,int,slot,-,-,-,PIT,-,-
shadow_trade_ledger.csv.gz,notional_usd,float,USD,-,-,-,META,-,-
shadow_trade_ledger.csv.gz,entry_qty_tokens,int,tokeni bruti,"cantitatea cumparata exact (CP cu vq, taxe)",-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,entry_quote_in_lamports,int,lamports,quote intrat in pool (net + lp fee),-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,entry_rb,int,tokeni bruti,rezerva de baza la intrare,-,-,PIT,-,-
shadow_trade_ledger.csv.gz,entry_rq,int,lamports,rezerva reala de quote la intrare,-,-,PIT,-,-
shadow_trade_ledger.csv.gz,exit_kind,string,-,OUTCOME VIITOR: TP/SL/TIMEOUT (SL primul in acelasi slot),-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,exit_value_usd,float,USD,OUTCOME VIITOR: lichidare exacta la iesire,-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,exit_ts,float,s epoch,OUTCOME VIITOR,-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,SHADOW_RESOLUTION_TIME,float,s epoch,momentul din care rezultatul shadow este cunoscut (= exit_ts),-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,pnl_usd,float,USD,OUTCOME VIITOR: exit_value - 25 - 0.02 (prioritate 2 tx),-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,hold_s,float,s,-,-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,mfe_usd,float,USD,OUTCOME VIITOR: excursia favorabila maxima (lichidare exacta - notional),-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,mae_usd,float,USD,OUTCOME VIITOR: excursia adversa maxima,-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,pnl_optimistic_usd,float,USD,OUTCOME: ordonare optimista (stare cu ts<X; TP primul),-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,pnl_cost125_usd,float,USD,OUTCOME: taxe x1.25,-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,pnl_cost150_usd,float,USD,OUTCOME: taxe x1.5,-,-,OUTCOME,-,-
shadow_trade_ledger.csv.gz,pnl_latency_plus5_usd,float,USD,OUTCOME: intrare la Complete+12 s,-,-,OUTCOME,-,-
regime_blocks.csv,block_start_utc,string,UTC,inceputul blocului de 15 min,-,-,KEY,-,-
regime_blocks.csv,decision_ts,int,s epoch,pool_creation_ts + h,-,-,PIT,-,-
regime_blocks.csv,date_utc,date,UTC,zi UTC a CompleteEvent,CompleteEvent.ts,-,META,-,-
